county,city_code,urban_rural,region
21,92907,3,3
21,101056,3,3
21,92989,3,3
21,101243,3,3
21,93021,3,3
21,93067,1,3
21,100709,3,3
21,93101,3,3
21,93156,3,3
21,93209,3,3
21,93236,3,3
21,102240,3,3
21,102641,3,3
21,102703,3,3
21,93575,3,3
21,102749,1,3
21,103283,3,3
21,93600,3,3
21,93628,3,3
21,93646,3,3
21,93717,3,3
21,93735,3,3
21,103862,3,3
21,103960,3,3
21,100736,3,3
21,93995,3,3
21,94045,3,3
21,94081,3,3
21,104270,3,3
21,94107,3,3
21,94161,3,3
21,94269,3,3
21,94330,3,3
21,94376,3,3
21,94429,3,3
21,94456,3,3
21,105026,3,3
21,94492,3,3
21,94535,3,3
21,94688,3,3
21,105794,3,3
21,94795,3,3
22,95060,1,1
22,95391,1,1
22,95355,1,1
22,95471,1,1
22,95612,3,1
22,95667,3,1
22,95747,3,1
22,95792,3,1
22,95088,3,1
22,95872,3,1
22,95943,3,1
22,96058,3,1
22,96110,3,1
22,96147,3,1
22,96192,3,1
22,96254,3,1
22,96334,3,1
22,96370,3,1
22,96423,3,1
22,96478,3,1
22,96593,3,1
22,96637,3,1
22,96664,3,1
22,96717,3,1
22,96815,3,1
22,96888,3,1
22,96904,3,1
22,96940,3,1
22,97009,3,1
22,97063,3,1
22,97090,3,1
22,97189,3,1
22,97241,3,1
22,97321,3,1
22,97394,3,1
22,97438,3,1
22,97465,3,1
22,95159,3,1
22,97517,3,1
22,97553,3,1
22,97606,3,1
22,97679,3,1
22,97722,3,1
22,97777,3,1
22,97811,3,1
22,97875,3,1
22,97919,3,1
22,98051,3,1
22,98113,3,1
22,98168,3,1
22,98202,3,1
22,98220,3,1
22,98257,3,1
22,98300,3,1
22,98337,3,1
22,98373,1,1
22,98435,3,1
22,98505,3,1
22,98603,3,1
22,98649,3,1
22,98685,3,1
22,95239,3,1
22,98738,3,1
22,98774,3,1
22,98916,3,1
22,99290,3,1
22,98827,3,1
22,98998,3,1
22,99058,3,1
22,99370,3,1
22,99101,3,1
22,99165,3,1
22,99209,3,1
22,99441,3,1
22,95499,3,1
22,99478,3,1
22,99673,3,1
22,99780,3,1
22,99879,3,1
22,99539,3,1
22,95293,3,1
22,99600,3,1
22,99922,3,1
22,96003,3,1
22,99968,3,1
22,100086,3,1
22,100004,3,1
22,100148,3,1
22,100219,3,1
23,100576,1,8
23,102543,3,8
23,100834,3,8
23,100969,3,8
23,101145,3,8
23,179221,1,8
23,101298,3,8
23,101742,3,8
23,179249,3,8
23,179285,1,8
23,101902,3,8
23,101957,3,8
23,102035,3,8
23,102160,3,8
23,102213,3,8
23,102525,3,8
23,102473,3,8
23,179310,3,8
23,102570,3,8
23,102605,3,8
23,103130,3,8
23,179347,3,8
23,103443,3,8
23,103513,3,8
23,179383,3,8
23,179409,1,8
23,104243,3,8
23,179463,3,8
23,104421,3,8
23,179481,1,8
23,179515,1,8
23,104546,3,8
23,104582,3,8
23,179533,1,8
23,105160,3,8
23,105419,3,8
23,105570,3,8
23,105936,3,8
23,179551,1,8
24,106318,1,6
24,106559,1,6
24,106684,1,6
24,106746,1,6
24,106782,1,6
24,108963,1,6
24,106817,1,6
24,106979,1,6
24,107001,3,6
24,107047,3,6
24,107083,3,6
24,107118,3,6
24,107154,3,6
24,107314,3,6
24,107190,3,6
24,107234,3,6
24,107270,3,6
24,107350,3,6
24,107403,3,6
24,107430,3,6
24,107485,3,6
24,107519,3,6
24,107546,3,6
24,107715,3,6
24,107582,3,6
24,107662,3,6
24,107733,3,6
24,107868,3,6
24,107920,3,6
24,107975,3,6
24,108017,1,6
24,108035,3,6
24,108106,3,6
24,108151,3,6
24,106363,3,6
24,108204,3,6
24,108222,3,6
24,108240,3,6
24,108268,3,6
24,108348,3,6
24,108366,3,6
24,108400,3,6
24,108455,3,6
24,108473,3,6
24,179604,3,6
24,106407,3,6
24,108491,3,6
24,108552,3,6
24,108598,3,6
24,108614,3,6
24,108632,3,6
24,108669,3,6
24,108696,3,6
24,108794,3,6
24,108874,3,6
24,108892,1,6
24,108918,3,6
24,108945,3,6
24,106620,3,6
24,108712,3,6
24,109096,3,6
24,109176,1,6
24,109005,3,6
24,109041,3,6
24,106461,1,6
24,109265,1,6
24,106648,3,6
24,109354,3,6
24,109425,3,6
24,109504,3,6
25,109773,1,4
25,109924,1,4
25,110063,1,4
25,110116,1,4
25,110232,1,4
25,110571,3,4
25,110296,3,4
25,110535,3,4
25,110456,3,4
25,110688,3,4
25,110740,3,4
25,110820,3,4
25,110875,3,4
25,110946,3,4
25,111006,3,4
25,111097,3,4
25,111220,3,4
25,111275,3,4
25,111417,3,4
25,111444,3,4
25,111550,3,4
25,111480,3,4
25,112904,3,4
25,111587,3,4
25,112245,3,4
25,111685,3,4
25,111783,3,4
25,111818,3,4
25,111863,3,4
25,111916,3,4
25,111989,3,4
25,112030,3,4
25,112076,3,4
25,112129,3,4
25,112263,3,4
25,112334,3,4
25,112370,3,4
25,112469,3,4
25,112548,3,4
25,112600,3,4
25,112664,3,4
25,112744,3,4
25,110027,3,4
25,112771,3,4
25,112806,3,4
25,112879,3,4
25,112959,3,4
25,112995,3,4
25,113153,3,4
25,113206,3,4
25,113233,3,4
25,113395,3,4
25,113466,3,4
25,113493,3,4
25,109826,3,4
25,113625,3,4
25,113698,3,4
25,113518,3,4
25,113607,3,4
25,113732,3,4
25,113849,3,4
25,113894,3,4
25,113929,3,4
25,113974,3,4
26,114319,1,7
26,114809,1,7
26,114514,1,7
26,117827,1,7
26,114710,1,7
26,114854,1,7
26,114925,1,7
26,114970,3,7
26,115076,3,7
26,114603,3,7
26,115147,3,7
26,115183,3,7
26,115236,3,7
26,115575,3,7
26,115307,3,7
26,115600,3,7
26,115637,3,7
26,115389,3,7
26,115520,3,7
26,115708,3,7
26,115771,3,7
26,115824,3,7
26,115897,3,7
26,115851,3,7
26,115959,3,7
26,116046,3,7
26,116126,3,7
26,116171,3,7
26,116224,3,7
26,116288,3,7
26,116340,3,7
26,114355,3,7
26,116395,3,7
26,116439,3,7
26,116493,3,7
26,116545,3,7
26,116590,3,7
26,116652,3,7
26,116796,3,7
26,116723,3,7
26,116867,3,7
26,116938,3,7
26,116983,3,7
26,117042,3,7
26,117113,3,7
26,117177,3,7
26,117275,3,7
26,117319,3,7
26,117426,3,7
26,117505,3,7
26,117550,3,7
26,117667,3,7
26,117783,3,7
26,117925,3,7
26,117998,3,7
26,118058,3,7
26,118094,3,7
26,118209,3,7
26,118281,1,7
26,118370,3,7
26,118469,3,7
26,118511,3,7
26,118575,3,7
26,118691,3,7
26,118637,3,7
26,118753,3,7
26,118799,3,7
26,118824,3,7
26,118931,3,7
26,118995,3,7
26,119153,3,7
26,114382,3,7
26,114417,3,7
26,119331,1,7
26,119386,3,7
26,119466,3,7
26,119527,3,7
26,114453,3,7
26,119242,1,7
26,119206,3,7
26,119750,3,7
26,119803,3,7
26,119590,3,7
26,119625,3,7
26,119661,3,7
26,119723,3,7
26,119858,3,7
26,119894,1,7
26,119974,3,7
26,120254,3,7
26,120076,3,7
26,120138,3,7
26,120174,3,7
26,120218,3,7
26,120316,3,7
26,120343,3,7
26,120370,3,7
27,120726,1,1
27,120860,1,1
27,120968,1,1
27,121055,1,1
27,121108,3,1
27,121153,3,1
27,121242,3,1
27,121466,3,1
27,121297,3,1
27,121340,3,1
27,121386,3,1
27,121607,3,1
27,121652,3,1
27,121732,3,1
27,121796,3,1
27,121876,3,1
27,121938,3,1
27,122061,3,1
27,122025,3,1
27,120888,3,1
27,122132,3,1
27,122187,3,1
27,122249,3,1
27,122285,3,1
27,122347,3,1
27,122392,3,1
27,122463,3,1
27,120771,3,1
27,122551,3,1
27,122613,3,1
27,122828,3,1
27,122668,3,1
27,122702,3,1
27,122864,3,1
27,122908,3,1
27,122953,3,1
27,120922,3,1
27,123013,3,1
27,123102,3,1
27,123175,3,1
27,123228,3,1
27,123255,3,1
27,123601,3,1
27,123371,3,1
27,123424,3,1
27,123479,3,1
27,123521,3,1
27,123674,3,1
27,123790,3,1
27,123709,3,1
27,123914,3,1
27,123969,3,1
27,124028,3,1
27,124073,3,1
27,124117,1,1
27,124206,3,1
27,124153,3,1
27,120824,3,1
27,124233,3,1
27,124331,3,1
27,124411,3,1
27,124634,3,1
27,124493,3,1
27,124563,3,1
27,124616,3,1
27,124803,3,1
27,124661,3,1
27,124723,3,1
27,124750,3,1
27,124849,3,1
27,124885,3,1
27,125016,3,1
27,124938,3,1
27,125061,3,1
28,125347,1,4
28,125472,1,4
28,125418,1,4
28,125542,1,4
28,125622,1,4
28,128105,1,4
28,128711,1,4
28,125659,3,4
28,125677,3,4
28,125757,3,4
28,125846,3,4
28,125873,3,4
28,126022,3,4
28,125962,3,4
28,125999,3,4
28,126077,3,4
28,126166,3,4
28,126102,3,4
28,126148,3,4
28,126228,3,4
28,126326,3,4
28,126380,3,4
28,126406,3,4
28,126503,3,4
28,126433,3,4
28,126585,3,4
28,126647,3,4
28,126674,3,4
28,126718,3,4
28,126772,3,4
28,126825,3,4
28,125490,3,4
28,126905,3,4
28,126978,3,4
28,127019,3,4
28,127064,3,4
28,125588,3,4
28,127126,3,4
28,127144,3,4
28,127171,3,4
28,127224,3,4
28,127251,3,4
28,127288,3,4
28,127322,3,4
28,127368,3,4
28,127386,3,4
28,127411,3,4
28,127493,3,4
28,127536,3,4
28,127563,3,4
28,127625,3,4
28,127689,3,4
28,127714,3,4
28,127750,3,4
28,127812,3,4
28,127858,3,4
28,127901,3,4
28,127938,3,4
28,127983,3,4
28,128178,3,4
28,128052,3,4
28,128221,3,4
28,128301,3,4
28,128374,1,4
28,128436,3,4
28,128472,3,4
28,128524,3,4
28,128560,3,4
28,128588,3,4
28,128882,3,4
28,128613,3,4
28,128659,3,4
28,128864,3,4
28,129246,3,4
28,125374,3,4
28,128962,3,4
28,129040,3,4
28,129282,3,4
28,129095,3,4
28,129111,3,4
28,129139,3,4
28,129184,3,4
28,129317,3,4
28,129380,3,4
28,129460,3,4
28,129503,3,4
28,129567,3,4
28,129585,3,4
28,129629,3,4
28,129718,3,4
28,129745,3,4
28,129987,3,4
28,129656,3,4
28,129763,3,4
28,129816,3,4
28,129898,3,4
28,129914,3,4
28,130026,3,4
28,130062,3,4
28,130124,3,4
28,130231,3,4
29,130534,1,3
29,131256,1,3
29,130954,1,3
29,130981,1,3
29,131069,1,3
29,131103,1,3
29,131210,1,3
29,131336,1,3
29,131407,1,3
29,131443,1,3
29,131540,1,3
29,131577,1,3
29,131620,1,3
29,131817,1,3
29,131899,3,3
29,131933,3,3
29,131988,3,3
29,132011,3,3
29,132075,3,3
29,132137,3,3
29,132164,3,3
29,132226,3,3
29,132271,3,3
29,132315,3,3
29,130552,3,3
29,130614,3,3
29,132342,3,3
29,130678,3,3
29,132379,3,3
29,130712,3,3
29,132404,3,3
29,130785,3,3
29,132459,3,3
29,132486,3,3
29,132510,3,3
29,132574,3,3
29,132645,3,3
29,132681,3,3
29,132716,3,3
29,132752,3,3
29,132805,3,3
29,132841,3,3
29,133018,3,3
29,132896,3,3
29,133090,3,3
29,131461,3,3
29,133278,3,3
29,133161,3,3
29,133214,3,3
29,133330,3,3
29,133394,3,3
29,133429,3,3
29,133508,3,3
29,133562,3,3
29,133615,3,3
29,133688,3,3
29,131835,3,3
29,133722,3,3
29,133795,3,3
29,133866,3,3
29,133919,3,3
29,133964,3,3
29,134014,3,3
29,134050,3,3
29,134096,3,3
29,134194,3,3
29,134336,3,3
29,130847,3,3
29,134390,3,3
29,134443,3,3
29,131274,3,3
29,134559,3,3
29,134648,3,3
29,134755,3,3
29,134853,3,3
29,134899,3,3
29,134942,3,3
29,135020,3,3
29,135128,3,3
29,135146,3,3
29,135244,3,3
29,135164,3,3
29,135226,3,3
29,135431,3,3
29,135501,3,3
29,135547,3,3
29,135315,3,3
29,135618,3,3
29,135404,3,3
29,135654,3,3
29,130892,3,3
29,135681,3,3
29,135725,3,3
29,135789,3,3
29,135850,3,3
29,135896,3,3
29,136198,3,3
29,135949,3,3
29,136107,3,3
29,136134,3,3
30,136483,1,6
30,136526,1,6
30,136599,1,6
30,136642,1,6
30,136713,3,6
30,136768,3,6
30,136802,3,6
30,136848,1,6
30,137103,3,6
30,136919,3,6
30,136964,3,6
30,137032,3,6
30,137069,3,6
30,137130,3,6
30,137185,3,6
30,137229,3,6
30,137274,3,6
30,136553,3,6
30,137292,3,6
30,137363,3,6
30,137407,3,6
30,137443,3,6
30,137504,3,6
30,137540,3,6
30,137611,3,6
30,137675,3,6
30,137728,3,6
30,137746,3,6
30,137764,3,6
30,137844,3,6
30,137899,3,6
30,137960,3,6
30,138039,1,6
30,138084,3,6
30,138164,3,6
30,138208,3,6
30,138280,3,6
30,138351,3,6
30,138431,3,6
30,138501,3,6
30,138538,3,6
30,138574,3,6
30,138618,3,6
30,138770,3,6
30,138663,3,6
30,138734,3,6
30,138805,3,6
30,138869,3,6
30,138921,3,6
30,139009,3,6
30,139143,3,6
30,139054,3,6
30,139107,3,6
30,139170,3,6
30,139214,3,6
30,139250,3,6
30,139287,3,6
30,139330,3,6
30,139358,3,6
30,139394,3,6
31,139704,1,6
31,139740,1,6
31,139811,1,6
31,139884,1,6
31,139937,3,6
31,139982,3,6
31,140084,3,6
31,140146,3,6
31,140208,3,6
31,140244,3,6
31,140280,3,6
31,140324,3,6
31,140379,3,6
31,140440,3,6
31,140477,3,6
31,140501,3,6
31,140547,3,6
31,140583,3,6
31,140627,3,6
31,140672,3,6
31,140823,3,6
31,140770,3,6
31,140869,3,6
31,140958,3,6
31,141027,3,6
31,141081,3,6
31,141134,3,6
31,141232,3,6
31,141312,3,6
31,141376,3,6
31,141447,3,6
31,141535,3,6
31,141580,3,6
31,141722,3,6
31,141786,3,6
31,141884,3,6
31,142006,3,6
31,141946,3,6
31,142079,3,6
31,142122,3,6
31,142177,3,6
31,142239,3,6
31,142284,3,6
31,142337,3,6
31,142373,3,6
31,142426,3,6
31,142499,3,6
31,142612,3,6
31,142550,3,6
31,142854,3,6
31,142676,3,6
31,142881,3,6
31,142710,3,6
31,142774,3,6
31,179631,3,6
31,142952,3,6
31,143021,3,6
31,143067,3,6
31,143147,3,6
32,143450,1,7
32,143619,1,7
32,143682,1,7
32,144054,1,7
32,143735,1,7
32,143771,1,7
32,143806,1,7
32,143851,1,7
32,145827,1,7
32,143888,3,7
32,143922,3,7
32,143959,3,7
32,143995,3,7
32,144116,3,7
32,144152,3,7
32,144198,3,7
32,144232,3,7
32,144303,3,7
32,144376,3,7
32,144349,3,7
32,144410,3,7
32,144508,3,7
32,144535,3,7
32,144456,3,7
32,143487,3,7
32,144553,3,7
32,144599,3,7
32,144615,3,7
32,144651,3,7
32,144713,3,7
32,144731,3,7
32,144795,3,7
32,144866,3,7
32,144893,3,7
32,144964,3,7
32,144991,3,7
32,144928,1,7
32,145042,3,7
32,145104,3,7
32,145140,3,7
32,145202,3,7
32,145220,3,7
32,145275,3,7
32,143502,3,7
32,145293,3,7
32,145355,3,7
32,143520,3,7
32,145382,3,7
32,145408,3,7
32,145471,3,7
32,145499,1,7
32,145667,3,7
32,145738,3,7
32,143557,3,7
32,145603,3,7
32,145765,3,7
32,145792,3,7
32,143646,3,7
32,145907,3,7
32,145934,3,7
32,145961,3,7
32,145998,3,7
33,146263,1,1
33,146502,1,1
33,146539,1,1
33,146628,1,1
33,146584,1,1
33,146655,1,1
33,146708,1,1
33,146744,1,1
33,146799,3,1
33,146860,3,1
33,146904,3,1
33,146995,3,1
33,147036,3,1
33,147054,3,1
33,147072,3,1
33,147134,3,1
33,147161,3,1
33,147205,3,1
33,147241,3,1
33,147358,1,1
33,147465,3,1
33,147526,3,1
33,147633,1,1
33,147580,3,1
33,147713,3,1
33,147660,3,1
33,147786,3,1
33,147884,3,1
33,147937,3,1
33,148006,1,1
33,148097,3,1
33,148202,3,1
33,148131,3,1
33,148293,3,1
33,148328,3,1
33,148382,3,1
33,148426,3,1
33,148453,3,1
33,148514,3,1
33,148612,1,1
33,148667,3,1
33,148694,3,1
33,148729,3,1
33,148765,3,1
33,148872,3,1
33,148916,3,1
33,148970,3,1
33,149101,3,1
33,149049,3,1
33,149138,3,1
33,146281,3,1
33,149183,3,1
33,149227,1,1
33,149316,3,1
33,149370,3,1
33,149290,3,1
33,146931,1,1
33,146325,3,1
33,149414,3,1
33,149502,3,1
33,149539,3,1
33,149584,3,1
33,149655,3,1
33,149753,3,1
33,149682,3,1
33,149780,3,1
33,149833,3,1
33,149851,3,1
33,149931,3,1
33,149968,3,1
33,150043,3,1
33,150070,3,1
33,150114,3,1
33,150178,3,1
33,146370,1,1
33,150445,3,1
33,150196,3,1
33,146432,3,1
33,150221,3,1
33,150258,3,1
33,150294,3,1
33,150310,3,1
33,150356,3,1
33,150418,3,1
33,150524,3,1
33,150588,3,1
33,150702,3,1
33,150766,3,1
33,150891,3,1
33,150935,3,1
33,150980,3,1
33,151022,3,1
33,151077,3,1
33,151095,1,1
33,151120,3,1
33,151157,3,1
33,151246,3,1
33,151344,3,1
34,151790,1,3
34,151870,1,3
34,151683,1,3
34,151905,1,3
34,151978,1,3
34,152038,3,3
34,151996,3,3
34,152083,3,3
34,152127,3,3
34,152172,3,3
34,152234,3,3
34,152252,3,3
34,152270,3,3
34,152314,3,3
34,152332,3,3
34,152350,3,3
34,152412,3,3
34,152467,3,3
34,152500,3,3
34,152528,3,3
34,151709,3,3
34,152564,3,3
34,152582,3,3
34,152617,3,3
34,152662,3,3
34,151932,3,3
34,152724,3,3
34,152760,3,3
34,152797,3,3
34,152868,3,3
34,152902,3,3
34,152993,3,3
34,152948,3,3
34,153026,3,3
34,153062,3,3
34,151736,3,3
34,153106,3,3
34,153124,3,3
34,151763,3,3
34,153151,3,3
34,153240,3,3
34,153277,3,3
34,153339,3,3
34,153204,3,3
34,153295,3,3
34,153384,3,3
34,151816,3,3
34,153400,3,3
34,153437,3,3
34,153473,3,3
34,153507,3,3
34,153543,3,3
34,153561,3,3
34,153589,3,3
34,153623,3,3
34,153605,3,3
34,153696,3,3
34,151834,3,3
34,153829,3,3
34,153865,3,3
34,153909,3,3
34,153972,3,3
34,153936,3,3
34,154308,3,3
34,154013,3,3
34,154068,3,3
34,154139,3,3
34,154184,3,3
34,154166,3,3
34,154228,3,3
34,154282,3,3
34,154344,3,3
34,154380,3,3
34,154415,3,3
34,154497,3,3
34,154460,3,3
34,154521,3,3
34,154585,3,3
34,154665,3,3
34,154834,3,3
34,154736,3,3
34,154754,3,3
34,154790,3,3
34,154932,3,3
34,154852,3,3
34,154914,3,3
34,153776,3,3
34,154978,3,3
35,155243,1,5
35,155350,1,5
35,155403,1,5
35,155458,1,5
35,156801,1,5
35,155494,1,5
35,155528,1,5
35,155546,3,5
35,155591,3,5
35,155662,3,5
35,155957,3,5
35,155724,3,5
35,155760,3,5
35,155797,3,5
35,155840,3,5
35,155911,3,5
35,156035,3,5
35,156106,3,5
35,156151,3,5
35,156213,3,5
35,156259,3,5
35,156277,3,5
35,156311,3,5
35,156357,1,5
35,156437,3,5
35,156473,3,5
35,156534,3,5
35,156589,3,5
35,156623,3,5
35,156669,3,5
35,156712,3,5
35,156767,3,5
35,155261,3,5
35,156927,3,5
35,157004,3,5
35,157086,1,5
35,157031,3,5
35,155289,3,5
35,157193,3,5
35,157246,3,5
35,157273,3,5
35,155314,3,5
35,157317,3,5
35,157362,3,5
35,157424,3,5
35,157451,3,5
35,157497,3,5
35,157530,3,5
35,157736,3,5
35,157585,3,5
35,157683,3,5
35,157781,3,5
35,157834,3,5
35,157898,3,5
35,157923,3,5
35,157969,3,5
35,158010,3,5
35,158065,3,5
35,158109,3,5
35,158136,3,5
35,158181,3,5
35,158243,3,5
35,158314,1,5
35,158396,3,5
35,158564,3,5
35,158449,3,5
35,158779,3,5
35,158653,3,5
35,158699,3,5
35,158733,3,5
35,158528,3,5
35,158608,3,5
35,158804,3,5
35,158859,3,5
35,158895,3,5
35,158966,3,5
35,159035,3,5
35,159071,3,5
35,159142,3,5
35,159213,3,5
35,159259,3,5
35,159339,3,5
36,159614,1,2
36,159650,1,2
36,159687,1,2
36,159730,1,2
36,159767,1,2
36,159785,3,2
36,159847,3,2
36,159883,3,2
36,159945,3,2
36,159963,3,2
36,160092,3,2
36,160047,3,2
36,160127,3,2
36,160172,3,2
36,160225,3,2
36,160261,3,2
36,160305,3,2
36,160323,3,2
36,160387,3,2
36,160430,3,2
36,160458,3,2
36,160476,3,2
36,160528,3,2
36,161525,3,2
36,160564,3,2
36,160617,3,2
36,160644,3,2
36,160680,3,2
36,160724,3,2
36,160779,3,2
36,160831,3,2
36,160877,3,2
36,160911,3,2
36,160993,3,2
36,161035,3,2
36,161053,3,2
36,161106,3,2
36,161133,3,2
36,161151,3,2
36,161179,3,2
36,161231,3,2
36,161259,3,2
36,161286,3,2
36,161302,3,2
36,161348,3,2
36,161384,3,2
36,161464,3,2
36,161482,3,2
37,161945,1,1
37,161794,1,1
37,161829,1,1
37,161856,1,1
37,162014,3,1
37,162069,3,1
37,162149,3,1
37,162327,3,1
37,162381,3,1
37,162452,3,1
37,162194,3,1
37,162498,3,1
37,162559,3,1
37,162595,3,1
37,162693,3,1
37,162791,3,1
37,162871,3,1
37,162924,3,1
37,163002,3,1
37,163057,3,1
37,163137,3,1
37,163208,3,1
37,163253,3,1
37,163324,3,1
37,163379,3,1
37,164277,3,1
37,163486,3,1
37,163618,3,1
37,163681,3,1
37,163734,3,1
37,163789,3,1
37,163832,3,1
37,163903,3,1
37,164062,3,1
37,163967,3,1
37,164133,3,1
37,164197,3,1
37,164339,3,1
37,164393,3,1
37,164543,3,1
37,164598,3,1
37,164687,3,1
37,164749,3,1
37,164829,3,1
37,164892,3,1
37,164936,3,1
37,164981,1,1
37,165069,3,1
37,165130,3,1
37,165185,3,1
37,165274,3,1
37,165416,3,1
37,165336,3,1
37,165470,3,1
37,165611,3,1
37,165719,3,1
37,165817,3,1
37,165899,3,1
37,165979,3,1
37,166057,3,1
37,166137,3,1
37,166235,3,1
37,166182,3,1
37,166315,3,1
37,166413,3,1
37,166529,3,1
37,166636,3,1
37,166672,3,1
37,166707,3,1
37,166770,3,1
37,166869,3,1
37,166985,3,1
37,167035,3,1
37,167071,3,1
37,167179,3,1
38,167473,1,4
38,167981,1,4
38,167641,1,4
38,167696,1,4
38,167794,1,4
38,167909,1,4
38,168041,1,4
38,168130,1,4
38,168229,3,4
38,168309,3,4
38,168372,1,4
38,168452,1,4
38,168559,3,4
38,168602,1,4
38,168675,3,4
38,168755,3,4
38,168791,3,4
38,168880,3,4
38,168960,3,4
38,169119,3,4
38,169039,3,4
38,169182,3,4
38,169253,3,4
38,169306,3,4
38,169351,3,4
38,169404,3,4
38,169547,3,4
38,169681,3,4
38,169583,3,4
38,169896,3,4
38,169994,3,4
38,170097,3,4
38,170168,3,4
38,170220,3,4
38,170346,3,4
38,170444,3,4
38,170514,3,4
38,170685,3,4
38,170612,3,4
38,170792,3,4
38,170872,3,4
38,170952,3,4
38,171101,3,4
38,171209,3,4
38,171021,3,4
38,171272,3,4
38,171067,3,4
38,171325,3,4
38,171469,3,4
38,171539,3,4
38,171628,3,4
38,171806,3,4
38,171879,3,4
38,171931,3,4
38,171995,3,4
38,172082,3,4
38,172153,3,4
38,172279,3,4
38,172340,3,4
38,172377,3,4
38,172457,3,4
38,172509,3,4
38,172581,3,4
38,172698,3,4
38,172812,3,4
38,172894,3,4
38,172947,3,4
38,172992,3,4
38,173686,3,4
38,173061,3,4
38,173132,3,4
38,173748,3,4
38,173230,3,4
38,173374,3,4
38,173533,3,4
38,173793,3,4
38,173597,3,4
38,173855,3,4
38,173935,3,4
38,174021,3,4
38,174085,3,4
38,174156,3,4
38,174218,3,4
38,174254,3,4
38,174290,3,4
39,174744,1,2
39,174860,1,2
39,174922,1,2
39,175019,1,2
39,175055,1,2
39,175126,3,2
39,175206,3,2
39,175224,3,2
39,175260,3,2
39,175368,3,2
39,175439,3,2
39,175466,3,2
39,174780,3,2
39,175670,3,2
39,175732,3,2
39,175509,3,2
39,175590,3,2
39,175787,3,2
39,175885,3,2
39,175938,3,2
39,175983,3,2
39,176150,3,2
39,176212,3,2
39,174824,3,2
39,176301,3,2
39,176338,3,2
39,176445,3,2
39,176506,3,2
39,176551,3,2
39,176613,3,2
39,176686,3,2
39,176748,3,2
39,176793,3,2
39,176855,3,2
39,176891,3,2
39,176944,3,2
39,177003,3,2
39,177101,3,2
39,177236,3,2
39,177263,3,2
39,177352,3,2
39,177405,3,2
39,177469,3,2
39,177557,3,2
39,177600,3,2
39,177655,3,2
39,177726,3,2
39,177762,3,2
39,177799,3,2
39,177842,3,2
39,178046,3,2
39,177879,3,2
39,177986,3,2
39,178180,3,2
39,178117,3,2
39,178279,3,2
39,178313,3,2
39,178607,3,2
39,178689,3,2
39,178377,3,2
39,178475,3,2
39,178545,3,2
39,178750,3,2
39,178821,3,2
40,179132,1,8
40,179141,1,8
40,179150,1,8
40,179169,1,8
40,179178,1,8
40,179187,1,8
40,179196,1,8
14,65099,3,7
13,63278,3,2
13,63286,3,2
19,86438,3,7
19,86446,3,7
8,42449,3,7
24,179613,3,6
12,60169,3,6
33,151433,3,1
33,151442,3,1
33,151451,3,1
15,179640,3,3
6,179659,3,6
30,179677,3,6
6,179686,3,6
31,179695,3,6
8,42456,3,7
38,174496,3,4
5,32153,3,6
5,32161,3,6
13,63294,3,2
5,32179,3,6
8,42464,3,7
21,179702,3,3
5,32187,3,6
15,179711,3,3
33,151460,3,1
39,178885,3,2
39,178894,3,2
39,178901,3,2
39,178910,3,2
33,151479,3,1
27,125098,3,1
6,179720,3,6
3,20048,3,3
27,125105,3,1
3,20055,3,3
7,39942,3,1
7,39959,3,1
7,39967,3,1
33,151488,3,1
24,179622,3,6
34,154996,3,3
7,39975,3,1
26,120478,3,7
9,44560,3,2
52,179739,3,3
19,86453,3,7
33,151497,3,1
27,125114,3,1
36,161543,3,2
33,151503,3,1
33,151512,3,1
5,32195,3,6
37,167222,3,1
14,65105,3,7
37,167231,3,1
10,50549,3,2
27,125123,3,1
37,167240,3,1
37,167259,3,1
32,146012,3,7
14,65113,3,7
17,77561,3,2
8,42472,3,7
28,130286,3,4
36,161552,3,2
33,151521,3,1
1,9019,3,7
2,12912,3,5
2,12920,3,5
2,12938,3,5
3,20063,3,3
4,26320,3,1
7,39983,3,1
8,42480,3,7
13,63300,3,2
13,63318,3,2
14,65121,3,7
14,65139,3,7
16,74842,3,4
16,74859,3,4
16,74867,3,4
16,74875,3,4
16,74883,3,4
16,74891,3,4
16,74907,3,4
16,74915,3,4
16,74923,3,4
16,74931,3,4
16,74949,3,4
16,74956,3,4
17,77579,3,2
17,77587,3,2
19,86461,3,7
19,86479,3,7
19,86487,3,7
19,86495,3,7
19,86501,3,7
19,86519,3,7
52,179748,3,3
52,179757,3,3
52,179766,3,3
52,179775,3,3
21,179784,3,3
21,179793,3,3
21,179800,3,3
21,179819,3,3
21,179828,3,3
22,100273,3,1
22,100282,3,1
22,100308,3,1
22,100317,3,1
22,100326,3,1
22,100335,3,1
22,100344,3,1
22,100353,3,1
24,179837,3,6
24,179846,3,6
24,179855,3,6
24,179864,3,6
25,114060,3,4
25,114079,3,4
26,120487,3,7
26,120496,3,7
27,125132,3,1
27,125141,3,1
27,125150,3,1
28,130295,3,4
28,130302,3,4
28,130311,3,4
28,130320,3,4
28,130339,3,4
28,130348,3,4
28,130357,3,4
28,130366,3,4
28,130375,3,4
29,136241,3,3
29,136250,3,3
29,136269,3,3
30,179873,3,6
30,179882,3,6
32,146021,3,7
33,151530,3,1
33,151549,3,1
33,151558,3,1
34,155083,3,3
34,155092,3,3
34,155109,3,3
34,155118,3,3
