county,city_code,urban_rural,region
51,94651,3,3
51,94731,3,3
51,105712,3,3
51,105829,3,3
51,94768,3,3
12,54975,1,6
12,55008,1,6
12,55259,1,6
12,55357,1,6
12,55384,1,6
12,55446,1,6
12,55473,3,6
12,55598,3,6
12,55623,3,6
12,55687,3,6
12,55776,3,6
12,55838,3,6
12,55918,3,6
12,56014,3,6
12,56096,3,6
12,56210,3,6
12,56265,3,6
12,56327,3,6
12,56354,3,6
12,56425,3,6
12,56461,3,6
12,56522,3,6
12,56568,3,6
12,56666,3,6
12,57314,3,6
12,56773,3,6
12,56844,3,6
12,56988,3,6
12,57083,3,6
12,57163,3,6
12,57225,3,6
12,57350,3,6
12,57449,3,6
12,55062,3,6
12,57546,3,6
12,57582,3,6
12,57644,3,6
12,57706,3,6
12,57742,3,6
12,57948,3,6
12,57831,3,6
12,57902,3,6
12,58008,3,6
12,58142,3,6
12,58204,3,6
12,55106,3,6
12,58259,3,6
12,58311,3,6
12,58357,3,6
12,58393,3,6
12,58464,3,6
12,58534,3,6
12,55160,3,6
12,55277,3,6
12,58552,3,6
12,58623,3,6
12,58721,3,6
12,58794,3,6
12,58856,3,6
12,58918,3,6
12,58990,3,6
12,59041,3,6
12,59130,3,6
12,59238,3,6
12,59283,3,6
12,59434,3,6
12,55311,3,6
12,59498,3,6
12,59586,3,6
12,59327,3,6
12,59416,3,6
12,59657,3,6
12,59826,3,6
12,59693,3,6
12,59764,3,6
12,59880,3,6
12,59942,3,6
12,60026,3,6
12,60062,3,6
12,60099,3,6
13,60419,1,2
13,60482,1,2
13,60847,1,2
13,62360,1,2
13,60776,1,2
13,60455,1,2
13,60801,1,2
13,60507,1,2
13,62397,1,2
13,60687,1,2
13,60534,1,2
13,60598,3,2
13,60883,3,2
13,60570,3,2
13,60945,3,2
13,61005,3,2
13,63198,3,2
13,61069,1,2
13,61121,3,2
13,61167,3,2
13,61210,3,2
13,61256,3,2
13,61283,3,2
13,61318,3,2
13,61372,3,2
13,61452,3,2
13,61513,3,2
13,61559,3,2
13,61620,3,2
13,61675,3,2
13,61737,3,2
13,63161,3,2
13,61808,3,2
13,61826,3,2
13,61871,3,2
13,61951,3,2
13,62020,3,2
13,60632,3,2
13,62057,3,2
13,63152,3,2
13,62137,3,2
13,62253,3,2
13,62191,3,2
13,62280,3,2
13,62440,3,2
13,62486,3,2
13,62538,3,2
13,62609,3,2
13,62672,3,2
13,62707,3,2
13,62761,3,2
13,62798,3,2
13,62878,3,2
13,62823,3,2
13,62903,3,2
13,62949,3,2
13,62985,3,2
13,63045,3,2
13,63072,3,2
13,63189,3,2
13,60721,3,2
13,63125,3,2
13,63170,3,2
14,63394,1,7
14,63447,1,7
14,63526,1,7
14,63580,1,7
14,63740,1,7
14,63777,3,7
14,63633,3,7
14,63802,3,7
14,63866,3,7
14,63893,3,7
14,63937,3,7
14,64041,3,7
14,64005,3,7
14,64096,3,7
14,64130,3,7
14,64194,3,7
14,64238,3,7
14,63553,3,7
14,64265,3,7
14,64318,3,7
14,64345,3,7
14,64390,3,7
14,64425,3,7
14,64461,3,7
14,64504,3,7
14,64568,3,7
14,64602,3,7
14,64639,3,7
14,64719,3,7
14,64773,3,7
14,64826,3,7
14,63688,3,7
14,64871,3,7
14,64942,3,7
14,64906,3,7
14,64997,3,7
14,65048,3,7
14,65011,3,7
15,65342,1,3
15,65609,1,3
15,65681,1,3
15,65841,1,3
15,65921,1,3
15,66081,1,3
15,65379,3,3
15,66198,3,3
15,66223,3,3
15,66330,3,3
15,66401,3,3
15,66009,3,3
15,66152,3,3
15,101341,3,3
15,66438,3,3
15,66474,3,3
15,101564,3,3
15,66526,3,3
15,101840,3,3
15,66580,3,3
15,66697,3,3
15,66731,3,3
15,66768,3,3
15,66857,3,3
15,66955,3,3
15,67014,3,3
15,67121,3,3
15,67167,3,3
15,102286,3,3
15,67256,3,3
15,67292,3,3
15,65413,3,3
15,67327,3,3
15,67407,3,3
15,67470,3,3
15,67522,3,3
15,65707,3,3
15,67595,3,3
15,67648,3,3
15,67675,3,3
15,67737,3,3
15,65869,3,3
15,67773,3,3
15,67835,3,3
15,67906,3,3
15,67942,3,3
15,68002,3,3
15,68048,3,3
15,68128,3,3
15,68182,3,3
15,68253,3,3
15,65645,3,3
15,104387,3,3
15,68280,3,3
15,68324,3,3
15,68342,3,3
15,65752,3,3
15,68404,3,3
15,68431,3,3
15,68468,3,3
15,68529,3,3
15,68565,3,3
15,68627,1,3
15,65431,3,3
15,68716,3,3
15,68789,3,3
15,68887,3,3
15,105142,3,3
15,65477,3,3
15,105534,3,3
15,68921,3,3
15,68976,3,3
15,65501,3,3
15,69250,3,3
15,69063,3,3
15,69170,3,3
15,69303,3,3
15,69447,3,3
15,69330,3,3
15,69394,3,3
15,69526,3,3
15,69615,3,3
16,69900,1,4
16,70316,1,4
16,70352,1,4
16,70414,1,4
16,70502,1,4
16,70520,3,4
16,70566,3,4
16,70637,3,4
16,70673,3,4
16,70726,3,4
16,70744,3,4
16,70879,1,4
16,70940,3,4
16,70897,3,4
16,70968,3,4
16,70986,3,4
16,71055,3,4
16,71126,3,4
16,71199,3,4
16,71260,3,4
16,69964,3,4
16,71340,3,4
16,71607,3,4
16,71457,3,4
16,71518,3,4
16,71536,3,4
16,71572,3,4
16,71634,3,4
16,71698,3,4
16,71723,3,4
16,71787,3,4
16,71812,3,4
16,71858,3,4
16,71885,3,4
16,71910,3,4
16,72007,1,4
16,71956,3,4
16,72034,3,4
16,72052,3,4
16,72098,3,4
16,72150,3,4
16,72221,3,4
16,72276,3,4
16,72383,3,4
16,72409,3,4
16,72463,3,4
16,72579,3,4
16,72506,3,4
16,72533,3,4
16,72604,3,4
16,72640,3,4
16,72677,3,4
16,72819,3,4
16,70094,3,4
16,72882,3,4
16,72926,3,4
16,72953,3,4
16,72980,3,4
16,73013,3,4
16,73031,3,4
16,73068,3,4
16,73317,3,4
16,73102,3,4
16,73246,3,4
16,73335,3,4
16,73371,3,4
16,73460,3,4
16,73503,3,4
16,73567,3,4
16,73594,3,4
16,73629,3,4
16,73665,3,4
16,73709,3,4
16,70110,3,4
16,73736,3,4
16,73772,3,4
16,73852,3,4
16,73905,3,4
16,73923,3,4
16,73996,3,4
16,74028,3,4
16,74073,3,4
16,74108,3,4
16,74135,3,4
16,74171,3,4
16,74224,3,4
16,70174,3,4
16,74242,3,4
16,74322,3,4
16,74359,3,4
16,74411,3,4
16,74509,3,4
16,74536,3,4
16,74554,3,4
16,74581,3,4
16,74732,3,4
16,74750,3,4
16,74616,3,4
16,74705,3,4
17,75098,1,2
17,75203,1,2
17,75338,1,2
17,75472,1,2
17,75542,3,2
17,75613,3,2
17,75668,3,2
17,75686,3,2
17,75515,3,2
17,75356,3,2
17,75766,3,2
17,75711,3,2
17,75819,3,2
17,75864,3,2
17,75917,3,2
17,76004,3,2
17,75953,3,2
17,76040,3,2
17,76111,3,2
17,76139,3,2
17,76157,3,2
17,75221,3,2
17,76175,3,2
17,76255,3,2
17,76282,3,2
17,76317,3,2
17,76353,3,2
17,76406,3,2
17,76497,3,2
17,76558,3,2
17,76585,3,2
17,76601,3,2
17,76638,3,2
17,76674,3,2
17,76718,3,2
17,76692,3,2
17,76745,3,2
17,75258,3,2
17,76763,3,2
17,76807,3,2
17,76932,3,2
17,76969,3,2
17,76996,3,2
17,77028,3,2
17,77082,3,2
17,77126,3,2
17,77153,3,2
17,75114,3,2
17,77180,3,2
17,77224,3,2
17,77260,3,2
17,77288,3,2
17,77377,3,2
17,77313,3,2
17,77331,3,2
17,77402,3,2
17,77475,3,2
17,75150,3,2
17,77509,3,2
17,77536,3,2
52,100521,1,3
52,101190,1,3
52,104136,1,3
52,100781,3,3
52,101001,3,3
52,101163,3,3
52,101378,3,3
52,101519,3,3
52,101617,3,3
52,101662,3,3
52,101984,3,3
52,102071,3,3
52,102106,3,3
52,102348,3,3
52,102446,3,3
52,102794,3,3
52,102909,3,3
52,103087,3,3
52,103194,3,3
52,103238,3,3
52,103309,3,3
52,103372,3,3
52,103354,3,3
52,103407,3,3
52,103470,3,3
52,103639,3,3
52,103693,3,3
52,103899,3,3
52,103997,3,3
52,104047,3,3
52,104225,3,3
52,104118,3,3
52,104485,3,3
52,104519,3,3
52,104680,3,3
52,104715,3,3
52,104788,3,3
52,104831,3,3
52,104975,3,3
52,105106,3,3
52,100549,3,3
52,105295,3,3
52,105348,3,3
52,154709,3,3
52,105623,3,3
52,105776,3,3
52,105972,3,3
52,105874,3,3
52,105909,3,3
18,77812,1,4
18,79308,1,4
18,78141,1,4
18,78258,1,4
18,82895,1,4
18,78454,1,4
18,78329,1,4
18,78472,3,4
18,78542,3,4
18,78604,3,4
18,78668,3,4
18,78711,3,4
18,78748,3,4
18,77910,3,4
18,79004,3,4
18,78828,3,4
18,78873,3,4
18,78926,3,4
18,79077,3,4
18,79157,3,4
18,79237,3,4
18,79362,3,4
18,79406,3,4
18,79736,3,4
18,79497,3,4
18,79585,3,4
18,79656,3,4
18,79834,3,4
18,79932,3,4
18,80043,3,4
18,80123,3,4
18,80249,3,4
18,78016,3,4
18,80285,3,4
18,80365,3,4
18,80427,3,4
18,80506,3,4
18,80560,3,4
18,80613,3,4
18,80677,3,4
18,80711,3,4
18,80766,3,4
18,80846,3,4
18,80908,3,4
18,80980,3,4
18,81095,3,4
18,81184,3,4
18,81264,3,4
18,81380,3,4
18,81415,3,4
18,81497,3,4
18,81576,3,4
18,81754,3,4
18,81656,3,4
18,81816,3,4
18,81987,3,4
18,81861,3,4
18,82047,3,4
18,82136,3,4
18,82243,3,4
18,82314,3,4
18,82680,3,4
18,82396,3,4
18,82430,1,4
18,82555,3,4
18,82617,1,4
18,78089,3,4
18,82733,3,4
18,82779,3,4
18,82831,3,4
19,83320,1,7
19,83133,1,7
19,83428,1,7
19,83464,1,7
19,83491,1,7
19,83525,1,7
19,83561,1,7
19,83632,1,7
19,83749,1,7
19,83785,3,7
19,83847,3,7
19,83936,3,7
19,83151,3,7
19,83963,3,7
19,84102,3,7
19,83981,3,7
19,84086,3,7
19,84148,3,7
19,84175,3,7
19,84237,3,7
19,84380,3,7
19,84264,3,7
19,84344,3,7
19,83197,3,7
19,84415,3,7
19,84460,3,7
19,84558,3,7
19,84594,3,7
19,84629,3,7
19,84656,3,7
19,84754,3,7
19,84825,3,7
19,84923,3,7
19,85056,3,7
19,85074,3,7
19,85127,3,7
19,85243,3,7
19,83375,3,7
19,85289,3,7
19,85341,3,7
19,85412,3,7
19,85467,3,7
19,85680,3,7
19,85760,3,7
19,85788,3,7
19,85840,3,7
19,85528,3,7
19,85582,3,7
19,85626,3,7
19,85984,3,7
19,85877,3,7
19,85920,3,7
19,86133,3,7
19,86188,3,7
19,86222,3,7
19,86311,3,7
19,86339,3,7
19,86366,3,7
20,86687,1,5
20,87291,1,5
20,86810,1,5
20,87638,1,5
20,86990,1,5
20,87219,1,5
20,87424,1,5
20,87576,1,5
20,87059,1,5
20,87077,1,5
20,87665,1,5
20,87139,1,5
20,87175,1,5
20,88047,3,5
20,87745,3,5
20,88092,3,5
20,87843,3,5
20,87246,3,5
20,87996,3,5
20,88216,3,5
20,88261,3,5
20,88350,3,5
20,88449,3,5
20,88546,3,5
20,88644,3,5
20,88788,3,5
20,88868,3,5
20,88920,3,5
20,89026,3,5
20,89080,3,5
20,86749,3,5
20,89151,3,5
20,89240,3,5
20,87362,3,5
20,89348,3,5
20,89428,3,5
20,89561,1,5
20,86883,3,5
20,89687,3,5
20,89801,3,5
20,89856,3,5
20,89954,3,5
20,90066,3,5
20,90119,3,5
20,90208,3,5
20,90262,3,5
20,90342,3,5
20,90431,3,5
20,90538,3,5
20,90725,3,5
20,90663,3,5
20,90878,3,5
20,90805,3,5
20,90994,3,5
20,91116,3,5
20,91232,3,5
20,91054,3,5
20,91330,3,5
20,86936,3,5
20,91447,3,5
20,91535,3,5
20,91624,3,5
20,91688,3,5
20,91731,3,5
20,91937,3,5
20,91795,3,5
20,91982,3,5
20,92097,3,5
20,92177,3,5
21,92658,1,3
21,92701,1,3
21,100683,1,3
21,92765,1,3
21,100754,3,3
21,92783,3,3
21,100852,3,3
21,92836,1,3
21,92872,3,3
21,100870,3,3
21,100923,3,3
